"","country","degree","sex","age","year","earn.month","flags"
"9371","Costa Rica","Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Data below the publication limit"
"9372","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9373","Denmark","Bachelor’s or equivalent education","T","25-64 years",2017,110.32509,""
"9374","Italy","Master’s, Doctoral or equivalent education","M","55-64 years",2015,194.20288,"Includes data from another category"
"9375","Czech Republic","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2015,NA,"Missing data"
"9376","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",NA,160.26084,""
"9377","Costa Rica","Tertiary education","M","25-64 years",2017,188.43417,""
"9378","Turkey","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"9379","Slovak Republic","Tertiary education","F","25-64 years",2017,159.13071,""
"9380","United States","Master’s, Doctoral or equivalent education","M","55-64 years",2017,296.56122,""
"9381","Finland","Tertiary education","F","25-64 years",2016,165.21536,""
"9382","Sweden","Tertiary education","F","55-64 years",2017,139.8346,""
"9383","G20","Tertiary education","T","55-64 years",NA,NA,"Missing data"
"9384","Austria","Bachelor’s or equivalent education","F","25-64 years",2017,114.41636,""
"9385","Spain","Tertiary education","F","55-64 years",2016,173.43413,""
"9386","G20","Tertiary education","M","25-64 years",NA,NA,"Missing data"
"9387","Slovak Republic","Master’s, Doctoral or equivalent education","M","25-64 years",2017,177.72769,""
"9388","Slovak Republic","Master’s, Doctoral or equivalent education","T","55-64 years",2017,190.18909,""
"9389","Latvia","Tertiary education","T","25-64 years",2017,145.51617,""
"9390","European Union 23 members in OECD","Bachelor’s or equivalent education","F","25-64 years",NA,141.54496,""
"9391","OECD - Average","Master’s, Doctoral or equivalent education","F","25-64 years",NA,192.2755,""
"9392","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2016,710.3147,""
"9393","Hungary","Master’s, Doctoral or equivalent education","M","55-64 years",2017,262.47601,""
"9394","Turkey","Bachelor’s or equivalent education","M","55-64 years",2017,NA,"Data included in another category"
"9395","Slovak Republic","Master’s, Doctoral or equivalent education","T","55-64 years",2017,182.85338,""
"9396","Australia","Master’s, Doctoral or equivalent education","F","55-64 years",2016,264.09149,""
"9397","Denmark","Bachelor’s or equivalent education","M","55-64 years",2017,146.47345,""
"9398","Turkey","Bachelor’s or equivalent education","T","25-64 years",2017,NA,"Missing data"
"9399","Chile","Tertiary education","T","25-64 years",2017,238.1702,""
"9400","Germany","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,182.83455,""
"9401","Norway","Tertiary education","F","25-64 years",2017,121.5761,""
"9402","Denmark","Master’s, Doctoral or equivalent education","T","55-64 years",2017,218.10191,""
"9403","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,199.90198,""
"9404","United States","Tertiary education","F","25-64 years",2017,173.79442,""
"9405","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,210.94006,""
"9406","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,179.93375,""
"9407","Germany","Bachelor’s or equivalent education","M","25-64 years",2017,171.10368,""
"9408","Germany","Tertiary education","T","25-64 years",2017,180.16141,""
"9409","G20","Tertiary education","T","25-64 years",NA,NA,"Missing data"
"9410","Korea","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,186.21541,""
"9411","New Zealand","Bachelor’s or equivalent education","M","55-64 years",2017,144.24768,""
"9412","France","Master’s, Doctoral or equivalent education","F","55-64 years",2015,NA,"Data below the publication limit"
"9413","New Zealand","Tertiary education","F","25-64 years",2017,133.01492,""
"9414","Finland","Bachelor’s or equivalent education","F","55-64 years",2016,165.85394,""
"9415","Slovak Republic","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,191.22197,""
"9416","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2015,194.20288,""
"9417","United Kingdom","Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Missing data"
"9418","Sweden","Bachelor’s or equivalent education","F","25-64 years",2017,114.0007,""
"9419","Finland","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,140.62146,""
"9420","Slovenia","Bachelor’s or equivalent education","M","25-64 years",2017,149.71359,""
"9421","OECD - Average","Tertiary education","F","55-64 years",NA,166.88146,""
"9422","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,154.29362,""
"9423","European Union 23 members in OECD","Tertiary education","F","25-64 years",NA,149.93922,""
"9424","Sweden","Master’s, Doctoral or equivalent education","F","55-64 years",2017,178.1447,""
"9425","Colombia","Tertiary education","F","55-64 years",2017,NA,"Missing data"
"9426","Hungary","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,181.53014,""
"9427","Portugal","Tertiary education","M","25-64 years",2017,172.0442,""
"9428","OECD - Average","Tertiary education","M","25-64 years",NA,171.10551,""
"9429","Germany","Bachelor’s or equivalent education","F","25-64 years",2017,151.60562,""
"9430","Slovenia","Master’s, Doctoral or equivalent education","M","55-64 years",2017,227.8631,""
"9431","Slovak Republic","Master’s, Doctoral or equivalent education","T","55-64 years",2017,190.18909,""
"9432","Denmark","Master’s, Doctoral or equivalent education","F","25-64 years",2017,159.27315,""
"9433","Brazil","Tertiary education","M","25-64 years",2015,261.37128,""
"9434","Costa Rica","Master’s, Doctoral or equivalent education","T","55-64 years",2017,NA,"Data below the publication limit"
"9435","Australia","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2016,162.20924,""
"9436","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2014,182.48276,""
"9437","Turkey","Bachelor’s or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"9438","Poland","Master’s, Doctoral or equivalent education","M","55-64 years",2016,190.72299,""
"9439","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Missing data"
"9440","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"9441","Austria","Tertiary education","F","55-64 years",2017,186.34108,""
"9442","Austria","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.62939,""
"9443","Chile","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,345.89212,""
"9444","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,201.61458,""
"9445","Slovak Republic","Tertiary education","M","25-64 years",2017,171.16154,""
"9446","United States","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,188.17273,""
"9447","Belgium","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,128.2982,""
"9448","Turkey","Master’s, Doctoral or equivalent education","T","55-64 years",2017,NA,"Missing data"
"9449","Turkey","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Missing data"
"9450","OECD - Average","Master’s, Doctoral or equivalent education","T","55-64 years",NA,199.11552,""
"9451","Poland","Master’s, Doctoral or equivalent education","T","55-64 years",2016,174.4243,""
"9452","Lithuania","Master’s, Doctoral or equivalent education","F","55-64 years",2014,NA,"Missing data"
"9453","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,131.00595,""
"9454","G20","Tertiary education","M","25-64 years",NA,NA,"Missing data"
"9455","Slovak Republic","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,162.81548,""
"9456","Estonia","Bachelor’s or equivalent education","M","25-64 years",2017,138.14833,""
"9457","Hungary","Master’s, Doctoral or equivalent education","F","25-34 years",2017,155.67958,""
"9458","Belgium","Bachelor’s or equivalent education","F","25-64 years",2017,115.8469,""
"9459","Belgium","Tertiary education","M","25-64 years",2017,133.5672,""
"9460","Chile","Bachelor’s or equivalent education","M","25-64 years",2017,296.13101,""
"9461","Slovak Republic","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,164.48914,""
"9462","Turkey","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,NA,"Missing data"
"9463","Poland","Tertiary education","F","25-64 years",2016,153.55605,""
"9464","Brazil","Master’s, Doctoral or equivalent education","F","25-64 years",2015,461.33627,""
"9465","Canada","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,204.73309,""
"9466","Austria","Master’s, Doctoral or equivalent education","M","55-64 years",2017,302.42355,""
"9467","OECD - Average","Tertiary education","M","25-64 years",NA,161.11157,""
"9468","Belgium","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2017,134.3222,""
"9469","New Zealand","Tertiary education","M","25-64 years",2017,140.47261,""
"9470","Austria","Master’s, Doctoral or equivalent education","T","55-64 years",2017,323.72919,""
"9471","Switzerland","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,145.34366,""
"9472","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.31622,""
"9473","France","Bachelor’s or equivalent education","F","25-64 years",2015,133.21495,""
"9474","OECD - Average","Master’s, Doctoral or equivalent education","T","55-64 years",NA,200.57314,""
"9475","Switzerland","Tertiary education","T","25-64 years",2017,NA,"Missing data"
"9476","Israel","Master’s, Doctoral or equivalent education","F","55-64 years",2017,217.29909,""
"9477","Italy","Bachelor’s or equivalent education","F","55-64 years",2015,NA,"Data included in another category"
"9478","Germany","Bachelor’s or equivalent education","T","25-64 years",2017,163.15561,""
"9479","Korea","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,160.50954,""
"9480","Czech Republic","Bachelor’s or equivalent education","M","25-64 years",2015,169.26089,""
"9481","United Kingdom","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Missing data"
"9482","France","Master’s, Doctoral or equivalent education","T","25-64 years",2015,242.21899,""
"9483","Finland","Tertiary education","F","25-64 years",2016,163.42729,""
"9484","Norway","Tertiary education","M","25-64 years",2017,127.39804,""
"9485","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,201.61458,""
"9486","Ireland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,239.90285,""
"9487","Luxembourg","Tertiary education","M","25-64 years",2016,202.30698,""
"9488","OECD - Average","Tertiary education","M","25-64 years",NA,169.92685,""
"9489","Luxembourg","Master’s, Doctoral or equivalent education","F","55-64 years",2016,NA,"Data below the publication limit"
"9490","Colombia","Bachelor’s or equivalent education","F","25-64 years",2017,NA,"Missing data"
"9491","Norway","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,152.11839,""
"9492","Belgium","Master’s, Doctoral or equivalent education","T","55-64 years",2017,209.9918,""
"9493","Canada","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2016,184.12846,""
"9494","Costa Rica","Bachelor’s or equivalent education","F","55-64 years",2017,NA,"Data below the publication limit"
"9495","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","55-64 years",2016,185.14372,""
"9496","Canada","Tertiary education","T","25-64 years",2016,145.80789,""
"9497","Turkey","Bachelor’s or equivalent education","M","55-64 years",2017,NA,"Missing data"
"9498","Czech Republic","Bachelor’s or equivalent education","F","25-64 years",2015,139.38071,""
"9499","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","T","25-64 years",2017,141.7442,""
"9500","Czech Republic","Master’s, Doctoral or equivalent education","F","55-64 years",2015,NA,"Missing data"
"9501","Switzerland","Master’s, Doctoral or equivalent education","T","25-34 years",2017,139.56705,"Includes data from another category"
